"﻿""Compétition""";Phase;Date;Heure;Lieu;Rencontre;Arbitre principal;Juge de ligne;Arbitre;Superviseur;Arbitre principal 2;Juge de ligne 2;Arbitre 2
Internationaux;Tournoi 4 nations (Vaujany);11/11/2023;11:30;Vaujany - Patinoire du pôle sports et loisirs;11111 - EDF U18 Fem / 11111 - SLOVAQUIE U18 FEM;M FROSSARD Philippe;Mme BOURDON Gaëlle;;;;M AUMERAS Benjamin;
U17 Excellence;Zone ouest saison régulière;11/11/2023;13:50;Nantes - Petit Port;52005 - U17 Corsaires de Nantes / E0211 - LIMOGES - BRIVE - FONT ROMEU;;;M BRAUD Tao;;;;M CORREIA Aurélien
U17 Excellence;Saison régulière NHDF;11/11/2023;14:30;Cergy - Aren'Ice;11013 - CERGY / E0031 - ACBB - MEUDON;;;M BERNOUSSI Rayan;;;;M PITROU Thomas
Internationaux;Tournoi 4 nations (Vaujany);11/11/2023;15:00;Vaujany - Patinoire du pôle sports et loisirs;11111 - Italie U18 Fem / 11111 - EN Hongrie U18 Fem;M ICARD Damien;Mme PERONNIN Laura;;;;M BAUDRY Florian;
Division 2;Saison régulière;11/11/2023;16:00;Lyon - Charlemagne;82015 - LYON DIVISION 2 / 82028 - Annecy Division 2;M PERONNIN Stéphane;M TOCQUEVILLE Florian;;;;M LOOS Mathieu;
U15;Zone Sud-est Saison régulière;11/11/2023;16:30;Grenoble - Polesud;82007 - GRENOBLE 3 / 82021 - V.H.G. Valence;;;;;;;
U17 Elite;Saison régulière;11/11/2023;16:35;Caen La Mer;25001 - Caen U17 Elite / 11013 - U17 élite Cergy Pontoise;M TURBERT Cédric;M LEFEVRE Hugo;;;;M MAILLARD Hugo;
U17 Excellence;Saison régulière Est;11/11/2023;16:45;Colmar - Patinoire municipale;E0052 - ALSACE / E0130 - BESANCON - DIJON;;;M LELIEVRE Thibault;;;;M PASIAN Ludovic
Championnat féminin sénior;Saison régulière;11/11/2023;17:00;Cergy - Aren'Ice;11013 - Cergy Pontoise FEMININES / 22001 - HCAS FEMININES;;;M DEHONT Anthony;;;;
U17 Excellence;Saison régulière zone Sud-est;11/11/2023;18:00;Annecy - Jean Régis;82028 - ANNECY / E0178 - AVIGNON - MARSEILLE;;;M CATARINO Jean;;;;
Championnat féminin sénior;Saison régulière;11/11/2023;18:00;Nantes - Petit Port;52005 - Féminines Elite Les Flibustières / 24007 - LES REMPARTS DE TOURS;;;M GARCIA LIMA Guido;;;;
Division 3;Saison régulière;11/11/2023;18:00;Metz - Ice Arena;41008 - 41008 METZ HOCKEY CLUB / 11025 - EVH 91;;;M ZAEGEL Guy;;;;M MAIGNAN Gwendal
U17 Elite;Saison régulière;11/11/2023;18:05;Clermont-Ferrand;E0123 - HCLR U17 / 22001 - HCAS U 17;M LAPAQUE François;M BERGAMELLI Enzo;;;;M PRAGOUT Maxime;
U17 Elite;Saison régulière;11/11/2023;18:05;Épinal - Poissompré;41002 - EPINAL / 11009 - u17 Elite COURBEVOIE;;;M GIRARD Steeve;;;;M BERGERON Nicolas
Division 3;Saison régulière;11/11/2023;18:15;La Garde - patinoire intercommunale;93012 - D3 Toulon / 93008 - NICE D3;;;M POIZAT Jérémie;;;;M HAGOPIAN Didier
Division 3;Saison régulière;11/11/2023;18:15;Chalons-en-Champagne - Cité glace;21002 - Hockey club Châlonnais / 11019 - Comètes de Meudon;;;M BECRET Félicien;;;;M MONCOZET Christophe
Division 1;Saison régulière;11/11/2023;18:15;Meudon-la-Forêt - Patinoire municipale;11019 - Comètes de Meudon D1 / 24007 - LES REMPARTS DE TOURS Division 1;M DEHAEN Pierre;M FAUVEL Johan;;;M ROHWEDDER Raphaël;M GONCALVES Clément;
Division 3;Saison régulière;11/11/2023;18:30;Rennes - Le Blizz;53006 - D3 - Rennes / 52005 - Corsaires de Nantes 2;;;M HATTON Thomas;;;;M PIEDIGROSSI Nicolas
Division 2;Saison régulière;11/11/2023;18:30;Courchevel - Patinoire du Forum;E0240 - HCMP / 83001 - HCCA Les Sangliers Arvernes;M TELLIEZ Pascal;M SALICIO Olivier;;;;M THORRIGNAC Jason;
Division 3;Saison régulière;11/11/2023;18:30;Boulogne-Billancourt;"11001 - Tigres de l'ACBB ""D3"" / 11003 - ASNIERES DIVISION 3";;;M MOUILLERON Stéphane;;;;M BAUERLE Damien
Division 1;Saison régulière;11/11/2023;18:30;Neuilly-sur-Marne - Patinoire municipale;11015 - NEUILLY SUR MARNE DIVISION 1 / E0231 - DUNKERQUE;M AURAT Florian;M LABOULAIS Maxime;;;;M UGOLINI Quentin;
Division 2;Saison régulière;11/11/2023;18:30;Viry-Chatillon - Patinoire des Lacs de l'Essonne;11025 - 11025 EVH91 Division 2 / 52007 - ANGERS 2;M LE BERRE Frédéric;M DEBUCQUET Antoine;;;;M MERCIER-LANDRY Pierre;
U17 Elite;Saison régulière;11/11/2023;18:30;Dunkerque - Michel Raffoux;E0161 - ENTENTE FLANDRES 59 / 11025 - 11025 EVH91 U17 Elite;;;M THOMAS David;;;;M THIBOUVILLE Enguerrand
Division 1;Saison régulière;11/11/2023;18:40;Valenciennes - Valigloo;31004 - D2 Valenciennes / E0127 - Strasbourg Etoile Noire;M GASNIER Mickaël;M SMEECKAERT Aurélien;;;;M KIRSCHENBAUM Johan;
Division 3;Saison régulière;11/11/2023;19:00;Luxembourg - Kockelscheuer;99001 - Tornado Luxembourg asbl / 11030 - Champigny HC;;;M HAHN Markus;;;;M ARBITRE LUXEMBOURG 1
Division 2;Saison régulière;11/11/2023;19:00;La-Roche-sur-Yon - Arago;52004 - 52004 - La Roche sur Yon / 41004 - Division 2 Amneville;M HERRAULT Romain;M MAUDET Timothée;;;;M HASPOT David;
Division 2;Saison régulière;11/11/2023;19:00;Montpellier - Vegapolis;91003 - Vipers D2 / 82022 - VILLARD DE LANS;M ROBERT Florian;M FONTAINE Gildas;;;;M NORDMAN Leif;
Division 2;Saison régulière;11/11/2023;19:00;Amiens - Le Coliseum;22001S - 22001S AMIENS 2 / 23001 - Rouen Division 2;M GARDIOL Guillaume;M THORRIGNAC Lancelot;;;;M FLEURY Louis;
U17 Excellence;Saison régulière zone Sud-est;11/11/2023;19:00;Chamonix - Richard Bozon;E0003 - HC 74 / E0199 - NICE - TOULON;;;M BRONDEX Eric;;;;
Division 1;Saison régulière;11/11/2023;19:30;Saint-Gervais;E0066 - Mont-Blanc les Yetis / 41002 - Division 1 Epinal;M METAIS Jérémy;Mme TORRIBIO ROUSSELIN Sueva;;;;M TCHEKACHEV David;
U17 Excellence;Zone ouest saison régulière;11/11/2023;19:30;Blagnac Toulouse - Jacques Raynaud;E0078 - OCCITANIE / 53001 - BREST;;;;;;;
Division 2;Saison régulière;11/11/2023;19:30;Roanne - Fontalon;82018 - ROANNE D2 / 73002 - TOULOUSE BLAGNAC;M BISPO Romain;M THIERCY Damien;;;;M VILLARD Vincent;
Division 3;Saison régulière;11/11/2023;20:00;Briançon - René Froger;93003 - Diables rouges D3 / 26004 - DIJON MHC Division 3;;;M HALLADJ Farid;;;;M MEUNIER Pascal
Division 2;Saison régulière;11/11/2023;20:00;Colmar - Patinoire municipale;E0041 - Titans D2 / 11007 - D2 Français Volants;M GEORGE Yohan;M AMAN Matthias;;;;M BERGAMELLI Viny;
Division 3;Saison régulière;11/11/2023;20:00;Patinoire de Nimes;91008 - NIMES HOCKEY CLUB / E0073 - HC SAVOIE;;;M HEMMERY Frédéric;;;;M SALVADOR Alexandre
Division 1;Saison régulière;11/11/2023;20:00;Morzine - Skoda Arena;E0065 - HCMA D1 / 53001 - Brest Division 1;M GERMANEAUD Bastien;Mme BONIFACE Anne-Sophie;;;;M DONAT-MAGNIN Alexandre;
Division 3;Saison régulière;11/11/2023;20:30;Cergy - Aren'Ice;11013 - Cergy Pontoise D3 / 22002 - HCC Compiègne D3;;;M ROCHIER Philippe;;;;M MALTAVERNE Christian
Division 2;Saison régulière;11/11/2023;20:30;Valence - Le Polygone;82021 - V.H.G. Valence / E0122 - VAUJANY-GRENOBLE;M GRABIT Alexis;M DESSOLAIN Franck;;;;M MERLE Thomas;
Division 2;Saison régulière;11/11/2023;20:30;Courbevoie - Thierry Monier;11009 - D2 Courbevoie / 21005 - REIMS;M ROMMEVAUX Mikaël;M DEBUCHE Cyril;;;;M GISSLER Louis;
Division 1;Saison régulière;11/11/2023;20:30;Caen La Mer;25001 - Caen Division 1 / 82004S - Éléphants CHAMBERY D1;M FESSIER Samuel;M MESSIER Nicolas;;;;M DELSARTE Alban;
Division 3;Saison régulière;12/11/2023;08:00;Bordeaux - Mériadeck;72003 - Boxers de Bordeaux D3 / 53001 - Brest Division 3;;;M BRUNEAU Gérald;;;;M ELBAZE Nicolas
U15;Zone Sud-est Saison régulière;12/11/2023;09:00;Gap - Alp'Arena;93006 - GAP / 82022 - VILLARD DE LANS;;;;;;;
U15;Zone Sud-est Saison régulière;12/11/2023;11:15;Briançon - René Froger;93003 - BRIANCON / 82022 - VILLARD DE LANS 2;;;;;;;
U15;Zone Sud-est Saison régulière;12/11/2023;12:00;Palais Omnisports Marseille Grand-Est (POMGE);E0218 - MARSEILLE - TOULON / 93016 - AVIGNON;;;;;;;
U20 Excellence;Zone Nord-est HDF;12/11/2023;12:15;Dunkerque - Michel Raffoux;E0161 - FLANDRES / E0223 - COMPIEGNE-VALENCIENNES;;;M LAPAQUE François;;;;M GIRARD Steeve
U15;Zone Ouest conférence B;12/11/2023;12:15;La-Roche-sur-Yon - Arago;52004 - La roche/Yon / E0184 - TOURS/ORLEANS/BOURGUEIL;;;;;;;
U17 Excellence;Zone ouest saison régulière;12/11/2023;12:20;Nantes - Petit Port;52005 - U17 Corsaires de Nantes / 52002 - CHOLET;;;M GARCIA LIMA Guido;;;;M TRONET Pierre
U20 Excellence;Zone ouest conférence A;12/11/2023;12:30;Rennes - Le Blizz;53006 - RENNES / 52007 - ANGERS B;;;M HATTON Thomas;;;;M PFIRTER Robin
U20 Excellence;Zone nord-est Grand-est;12/11/2023;12:30;Dijon - Trimolet;E0237 - DIJON - BESANCON / E0053 - ALSACE;;;M ROUECHE Laurent;;;;M PONCOT Yohann
U17 Excellence;Saison régulière NHDF;12/11/2023;12:30;Louviers - Glacéo;E0222 - LOUVIERS-ROUEN / 22001 - AMIENS;;;M MAILLARD Hugo;;;;M THIBOUVILLE Enguerrand
U15;IdF-HdF-Ndie Saison régulière;12/11/2023;12:45;Wasquehal - Serge Charles;E0161 - FLANDRES / 11015 - NEUILLY SUR MARNE;;;;;;;
U20 Excellence;Zone ouest conférence B;12/11/2023;12:45;Limoges - patinoire municipale;74003 - ASPTT Limoges U20 / E0078 - OCCITANIE;;;M ANTUNES Laurent;;;;M CORREIA Aurélien
U15;Zone Sud-est Saison régulière;12/11/2023;13:45;Grenoble - Polesud;82007 - GRENOBLE / 82028 - ANNECY;;;;;;;
U20 Excellence;Zone Nord-est HDF;12/11/2023;15:15;Rouen - Île Lacroix;23001 - ROUEN / 22001 - AMIENS;;;M ROCHIER Philippe;;;;M MOUILLERON Stéphane
U17 Excellence;Saison régulière NHDF;12/11/2023;16:00;Reims - Albert 1er;E0221 - COMPIEGNE-REIMS / E0031 - ACBB - MEUDON;;;M BECRET Félicien;;;;M GIRARD Steeve
U20 Elite;Saison régulière;12/11/2023;18:00;Chamonix - Richard Bozon;E0003 - HC74 U20 Elite / 93006S - GAP;M THORRIGNAC Jason;M NEURAZ Steven;;;;M BAUDRY Florian;
U20 Excellence;Zone sud-est;12/11/2023;18:00;Chambéry - Patinoire d'Agglomération;E0073 - HC Savoie / E0194 - VAUJANY - GRENOBLE;;;M MEUNIER Pascal;;;;M HALLADJ Farid
U20 Excellence;Zone sud-est;12/11/2023;18:15;Lyon - Charlemagne;E0123 - HCLR / E0201 - NICE TOULON;;;M CATARINO Jean;;;;M HAGOPIAN Didier
U17 Excellence;Saison régulière NHDF;12/11/2023;18:30;Champigny-sur-Marne - patinoire municipale;E0224 - ASNIERES - CHAMPIGNY / E0203 - FRANCONVILLE - ARGENTUEIL;;;M PERONNIN Théo;;;;Mme PERONNIN Laura
U20 Excellence;Zone Nord-est IDF;12/11/2023;18:30;Courbevoie - Thierry Monier;11009 - COURBEVOIE / E0219 - NEUILLY - REIMS;;;M KOUROUMA Sakoba;;;;M DEHONT Anthony
Championnat féminin sénior;Saison régulière;12/11/2023;18:30;Viry-Chatillon - Patinoire des Lacs de l'Essonne;11025 - 11025 EVH91 Féminines / 11015 - Féminines Neuilly sur Marne;;;M LAPAQUE François;;;;
U20 Excellence;Zone Nord-est IDF;12/11/2023;18:40;Meudon-la-Forêt - Patinoire municipale;E0031 - MHC-ACBB U20 Excellence / 11025 - 11025 EVH91 U20 Exellence;;;M MERCIER-LANDRY Pierre;;;;M BISPO Romain
U20 Elite;Saison régulière;12/11/2023;18:50;Roanne - Fontalon;E0123 - HCLR U20 / E0078 - Occitanie Elite U20;M FROSSARD Philippe;M TCHEKACHEV David;;;;M RANDRIANARIVO Dominique;
Division 3;Saison régulière;12/11/2023;19:00;Garges-les-Gonesse - patinoire intercommunale;11014 - Garges Hockey Club D3 / E0230 - WASQUEHAL;;;M DEYIRMENDJIAN Thibault;;;;M MALTAVERNE Christian
Coupe de France;Coupe de France;14/11/2023;19:30;Dunkerque - Michel Raffoux;31002 - DUNKERQUE DIVISION 1 / 11013S - LES JOKERS SLM;M TURBERT Cédric;M LABOULAIS Maxime;;;M DEHAEN Pierre;M SIMON Thomas;
Coupe de France;Coupe de France;14/11/2023;19:45;Montpellier - Vegapolis;91003 - Vipers D2 / 93008S - NICE SLM;M PEURIERE Frédéric;M BARTHE Guillaume;;;M SCOLARI Benjamin;M CONSTANTINEAU Nicolas;
Coupe de France;Coupe de France;14/11/2023;20:15;Grenoble - Polesud;82007S - BRULEURS DE LOUPS MAGNUS SENIORS / 93019S - MARSEILLE HOCKEY CLUB;M BARBEZ Nicolas;M GONCALVES Clément;;;M BOURREAU Alexandre;Mme CHEYROUX Alexia;
Coupe de France;Coupe de France;14/11/2023;20:15;Épinal - Poissompré;41002 - Division 1 Epinal / 52007S - 52007S LES DUCS D'ANGERS;M FURET Yann;M YSSEMBOURG Joffrey;;;M ICARD Damien;M COLLIN Jérémie;
Coupe de France;Coupe de France;15/11/2023;20:00;Tours - Patinoire du centre municipal des sports;24007 - LES REMPARTS DE TOURS Division 1 / 22001S - AMIENS HOCKEY ELITE;M LEVASSEUR Sébastien;M FAUVEL Johan;;;M GARBAY Laurent;M DOUCHY Jérémie;
Coupe de France;Coupe de France;15/11/2023;20:00;Chambéry - Patinoire d'Agglomération;82004S - Éléphants CHAMBERY D1 / 93006S - RAPACES DE GAP;M PEYRE Julien;M ZEDE Vincent;;;M GEOFFROY Sébastien;M BRIOLAT Eric;
Coupe de France;Coupe de France;15/11/2023;20:00;Neuilly-sur-Marne - Patinoire municipale;11015 - NEUILLY SUR MARNE DIVISION 1 / 23001S - 23001S ROUEN HOCKEY ELITE 76;M HAUCHART Alexandre;M DEBUCHE Cyril;;;M FROSSARD Philippe;M MARGRY Gwilherm;
Coupe de France;Coupe de France;15/11/2023;20:05;Chamonix - Richard Bozon;E0082 - CHAMONIX SLM / 72003 - Boxers de Bordeaux MAGNUS;M BARCELO Geoffrey;M BIOT Thiefen;;;M CREGUT Nicolas;M UGOLINI Quentin;
Synerglace Ligue Magnus;Saison régulière;17/11/2023;20:00;Nice - Jean Bouin;93008S - NICE SLM / 11013S - LES JOKERS SLM;M RAULINE Jérémy;M BRIOLAT Eric;;;M PEYRE Julien;M ZEDE Vincent;
Synerglace Ligue Magnus;Saison régulière;17/11/2023;20:05;Chamonix - Richard Bozon;E0082 - CHAMONIX SLM / 72003S - Boxers de Bordeaux;M BOURREAU Alexandre;M MARGRY Gwilherm;;;M SCOLARI Benjamin;M BIOT Thiefen;
Synerglace Ligue Magnus;Saison régulière;17/11/2023;20:15;Rouen - Île Lacroix;23001S - 23001S ROUEN HOCKEY ELITE 76 / 22001S - AMIENS HOCKEY ELITE;M BLIEK Damien;M DOUCHY Jérémie;;;M ERNECQ Adrien;M COLLIN Jérémie;
Synerglace Ligue Magnus;Saison régulière;17/11/2023;20:30;Anglet - La Barre;72001S - ANGLET HORMADI Ligue MAGNUS / 93019S - MARSEILLE HOCKEY CLUB;M BARBEZ Nicolas;M BARTHE Guillaume;;;M FURET Yann;M CONSTANTINEAU Nicolas;
Synerglace Ligue Magnus;Saison régulière;17/11/2023;20:30;Angers IceParc;52007S - 52007S LES DUCS D'ANGERS / 93006S - RAPACES DE GAP;M CREGUT Nicolas;M YSSEMBOURG Joffrey;;;M LEVASSEUR Sébastien;M CADY Quentin;
U20 Excellence;Zone ouest conférence B;18/11/2023;11:50;Montpellier - Vegapolis;E0078 - OCCITANIE / 74003 - ASPTT Limoges U20;;;;;;;
U17 Elite;Saison régulière;18/11/2023;12:30;Strasbourg - Iceberg;E0032 - Entente Alsace U17 Elite / 82022 - 82022 LES OURS DE VILLARD DE LANS;M GEOFFROY Sébastien;M LELIEVRE Thibault;;;;M BERGAMELLI Enzo;
U17 Excellence;Zone ouest saison régulière;18/11/2023;15:15;Nantes - Petit Port;52005 - U17 Corsaires de Nantes / E0078 - OCCITANIE;;;M LE ROY Tristan;;;;M FONTENEAU Paul
U17 Elite;Saison régulière;18/11/2023;15:35;Amiens - Le Coliseum;22001 - HCAS U 17 / 11013 - U17 élite Cergy Pontoise;M DOUCHY Jérémie;M FLEURY Louis;;;;M MAILLARD Hugo;
U17 Elite;Saison régulière;18/11/2023;16:15;Dunkerque - Michel Raffoux;E0161 - ENTENTE FLANDRES 59 / 72003 - Boxers de Bordeaux U17 Elite;;;M DUVILLE Guillaume;;;;M DEHONT Anthony
U15;IdF-HdF-Ndie Saison régulière;18/11/2023;16:30;Cergy - Aren'Ice;82024 - POLE FRANCE / 11025 - EVRY/VIRY;M AURAT Florian;M PERONNIN Théo;;;;M PICARD Gabriel;
U15;Zone Sud-est Saison régulière;18/11/2023;17:00;Morzine - Skoda Arena;E0003 - HC 74 2 / 82007 - GRENOBLE 2;;;;;;;
Division 3;Saison régulière;18/11/2023;17:40;Brive - patinoire municipale;74001 - BRIVE / 52005 - Corsaires de Nantes 2;;;M ELBAZE Nicolas;;;;M MARTIN Pascal
U17 Elite;Saison régulière;18/11/2023;17:40;Roanne - Fontalon;E0123 - HCLR U17 / 25001 - Caen U17 Elite;M GARDIOL Guillaume;M RANDRIANARIVO Dominique;;;;M CREUX-BEAUGIRAUD Yohann;
Division 2;Saison régulière;18/11/2023;17:50;Angers IceParc;52007 - ANGERS 2 / E0041 - Titans D2;M LE BERRE Frédéric;M THIERCY Damien;;;;M MERCIER-LANDRY Pierre;
U15;Zone Sud-est Saison régulière;18/11/2023;18:00;La Garde - patinoire intercommunale;E0218 - MARSEILLE - TOULON / E0123 - HCLR 3;;;;;;;
U15;Zone Sud-est Saison régulière;18/11/2023;18:00;Briançon - René Froger;93003 - BRIANCON / E0196 - VAUJANY GRENOBLE;;;;;;;
Division 1;Saison régulière;18/11/2023;18:00;Strasbourg - Iceberg;E0127 - Strasbourg Etoile Noire / E0065 - HCMA D1;M BARCELO Joris;M BAUDRY Florian;;;;Mme BONIFACE Anne-Sophie;
Division 3;Saison régulière;18/11/2023;18:00;Besançon - Lafayette;43002 - BESANÇON / 91008 - NIMES HOCKEY CLUB;;;M PASIAN Ludovic;;;;M MONCOZET Christophe
Division 2;Saison régulière;18/11/2023;18:00;Amnéville - Patinoire Olympique;41004 - Division 2 Amneville / 11025 - 11025 EVH91 Division 2;M ROMMEVAUX Mikaël;M THORRIGNAC Lancelot;;;;M KIRSCHENBAUM Johan;
Championnat féminin sénior;Saison régulière;18/11/2023;18:00;Tours - Patinoire du centre municipal des sports;24007 - LES REMPARTS DE TOURS / E0021 - Bordeaux-Anglet;;;M THOMAS David;;;;
Division 1;Saison régulière;18/11/2023;18:05;Épinal - Poissompré;41002 - Division 1 Epinal / 11015 - NEUILLY SUR MARNE DIVISION 1;M GERMANEAUD Bastien;M MESSIER Nicolas;;;;Mme TORRIBIO ROUSSELIN Sueva;
Division 3;Saison régulière;18/11/2023;18:10;Avignon - Patinoire municipale;93016 - Les Castors d'Avignon / E0073 - HC SAVOIE;;;M HAGOPIAN Didier;;;;M CATARINO Jean
Division 1;Saison régulière;18/11/2023;18:15;Meudon-la-Forêt - Patinoire municipale;11019 - Comètes de Meudon D1 / 52002 - DOGS DE CHOLET;M ICARD Damien;M THIEBAULT Leevan;;;;M SMEECKAERT Aurélien;
U17 Elite;Saison régulière;18/11/2023;18:15;Anglet - La Barre;72001 - ANGLET HORMADI U17 ELITE / 93006 - RAPACES DE GAP U17;M GEORGE Yohan;M PRAGOUT Maxime;;;;M BRAUD Tao;
U17 Elite;Saison régulière;18/11/2023;18:30;Boulogne-Billancourt;E0031 - MHC-ACBB U17 Elite / 41002 - EPINAL;;;M HERBER Philippe;;;;M STURM Jérôme
Division 3;Saison régulière;18/11/2023;18:30;Champigny-sur-Marne - patinoire municipale;11030 - Champigny HC / E0119 - Mulhouse Entente Alsace;;;M ZAEGEL Guy;;;;M PONCOT Yohann
Division 3;Saison régulière;18/11/2023;18:30;Rennes - Le Blizz;53006 - D3 - Rennes / 54002 - Stade Poitevin HC Divison 3;;;M HATTON Thomas;;;;M ANTUNES Laurent
Championnat féminin sénior;Saison régulière;18/11/2023;18:40;Amiens - Le Coliseum;22001 - HCAS FEMININES / 11015 - Féminines Neuilly sur Marne;;;M ANDRIANASOLO Louis;;;;
Division 2;Saison régulière;18/11/2023;18:55;Paris Bercy - Sonja Henie;11007 - D2 Français Volants / 23001 - Rouen Division 2;M PERONNIN Stéphane;M DEBUCQUET Antoine;;;;Mme PERONNIN Laura;
Division 2;Saison régulière;18/11/2023;19:00;Montpellier - Vegapolis;91003 - Vipers D2 / E0240 - HCMP;M TELLIEZ Pascal;M DESSOLAIN Franck;;;;M RIVOIRE Tifaine;
Division 3;Saison régulière;18/11/2023;19:15;Nice - Jean Bouin;93008 - NICE D3 / 26004 - DIJON MHC Division 3;;;M POUSSIERE Jonathan;;;;M POIZAT Jérémie
Division 3;Saison régulière;18/11/2023;19:30;Patinoire des Courtilles;11003 - ASNIERES DIVISION 3 / 11013 - Cergy Pontoise D3;;;M BERGERON Nicolas;;;;M KOUROUMA Sakoba
Division 2;Saison régulière;18/11/2023;19:30;Courbevoie - Thierry Monier;11009 - D2 Courbevoie / 22001S - 22001S AMIENS 2;M HERRAULT Romain;M CAILLOT Thomas;;;;Mme BOURDON Gaëlle;
Division 2;Saison régulière;18/11/2023;19:30;Lyon - Charlemagne;82015 - LYON DIVISION 2 / E0122 - VAUJANY-GRENOBLE;M BISPO Romain;M FONTAINE Gildas;;M DURAND Gilles;;M SALICIO Olivier;
U17 Excellence;Saison régulière NHDF;18/11/2023;19:30;Cergy - Aren'Ice;11013 - CERGY / E0221 - COMPIEGNE-REIMS;;;M PICARD Gabriel;;;;M PITROU Thomas
Division 2;Saison régulière;18/11/2023;19:30;Reims - Jacques Barot;21005 - REIMS / 52004 - 52004 - La Roche sur Yon;M COLLIN Jérémie;Mme SILLIARD Maud;;;;M BONNEFOY Arthur;
Division 1;Saison régulière;18/11/2023;19:30;Dunkerque - Michel Raffoux;E0231 - DUNKERQUE / E0066 - Mont-Blanc les Yetis;M METAIS Jérémy;M BAUDOIN Charles;;;;M DELSARTE Alban;
U15;Zone Sud-est Saison régulière;18/11/2023;19:30;Albertville - Halle Olympique;E0073 - HC SAVOIE / 82007 - GRENOBLE;;;;;;;
Division 2;Saison régulière;18/11/2023;19:30;Blagnac Toulouse - Jacques Raynaud;73002 - TOULOUSE BLAGNAC / 83001 - HCCA Les Sangliers Arvernes;M ROBERT Florian;M NORDMAN Leif;;;;M HASPOT David;
Championnat féminin sénior;Saison régulière;18/11/2023;19:40;Palais Omnisports Marseille Grand-Est (POMGE);93019 - Marseille-PACA / 82015 - Lyon féminine;;;M HEMMERY Frédéric;;;;
Division 1;Saison régulière;18/11/2023;20:00;Brest - Rïnkla Stadium;53001 - Brest Division 1 / 31004 - D2 Valenciennes;M HAUCHART Alexandre;M SALMON Charles Edouard;;;M TURBERT Cédric;M TRONET Pierre;
Division 3;Saison régulière;18/11/2023;20:00;Cholet - Glisséo;52002 - Cholet 2 / 72003 - Boxers de Bordeaux D3;;;M PETITOUT Matthieu;;;;M CORREIA Aurélien
Division 3;Saison régulière;18/11/2023;20:00;Caen La Mer;25001 - Caen Division 3 / 11014 - Garges Hockey Club D3;;;M MARCHAND Antoine;;;;M GISSLER Louis
U17 Elite;Saison régulière;18/11/2023;20:00;Morzine - Skoda Arena;E0003 - HC74 U17 Elite / 23001 - Rouen U17;M BRIOLAT Eric;M HALLADJ Farid;;;;M BRONDEX Eric;
Division 1;Saison régulière;18/11/2023;20:00;Chambéry - Patinoire d'Agglomération;82004S - Éléphants CHAMBERY D1 / 24007 - LES REMPARTS DE TOURS Division 1;M PEURIERE Frédéric;M DONAT-MAGNIN Alexandre;;;;M AUMERAS Benjamin;
Division 2;Saison régulière;18/11/2023;20:30;Annecy - Jean Régis;82028 - Annecy Division 2 / 82018 - ROANNE D2;M POPA Adrian;M LE MONNIER Julien;;;;M BERGAMELLI Viny;
Division 3;Saison régulière;18/11/2023;20:30;Tours - Patinoire du centre municipal des sports;24007 - LES REMPARTS DE TOURS Division 3 / E0230 - WASQUEHAL;;;M MALTAVERNE Christian;;;;M THOMAS David
Division 2;Saison régulière;18/11/2023;20:30;Villard-de-Lans - André Ravix;82022 - VILLARD DE LANS / 82021 - V.H.G. Valence;M GRABIT Alexis;M AMAN Matthias;;;;M NEURAZ Steven;
Division 3;Saison régulière;18/11/2023;20:30;Compiègne - patinoire municipale;22002 - HCC Compiègne D3 / 24004 - Orléans Division 3;;;M LAPAQUE François;;;;M GIRARD Steeve
U15;Zone Sud-est Saison régulière;19/11/2023;10:00;Annecy - Jean Régis;82028 - ANNECY / 82022 - VILLARD DE LANS;;;;;;;
Division 3;Saison régulière;19/11/2023;11:00;La Garde - patinoire intercommunale;93012 - D3 Toulon / 26004 - DIJON MHC Division 3;;;M HEMMERY Frédéric;;;;M POIZAT Jérémie
U15;Zone Sud-est Saison régulière;19/11/2023;12:00;Avignon - Patinoire municipale;93016 - AVIGNON / E0218 - MARSEILLE - TOULON;;;;;;;
